comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,predicted_umux_label,predicted_umux_dimension,is_correct,error_type,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant
baik &cepat,baik cepat,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.7579,6.27,5.0,Didik Kusuma,2026-04-15 02:11:18,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
sangat cepat dan akuntabel,sangat cepat akuntabel,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5423,5.63,5.0,Arisman Harefa,2026-04-15 01:20:30,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.364,0.636,high,False
"aplikasi yang aman, walaupun cukup prosedural.",aplikasi aman walaupun cukup prosedural,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4767,5.43,5.0,Ilham Rokhim,2026-04-15 01:13:50,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.563,0.437,high,False
bermanfaat,manfaat,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5423,5.63,5.0,Nasrul Aull,2026-04-15 00:41:09,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
luar biasa,luar biasa,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,Canel Ponsel,2026-04-14 22:41:31,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
pelayanan baik,layan baik,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.4588,5.38,5.0,Harty Yusuf,2026-04-14 19:15:30,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.25,0.75,high,True
semoga bermanfaat untuk semua orang dan tidak ada kendala di setiap pencairan dana. Aamiin,moga manfaat semua orang tidak kendala tiap cair dana aamiin,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.4767,5.43,5.0,Jay Adi,2026-04-14 15:57:55,0.0,Tidak relevan dengan pertanyaan manapun,0,0.286,0.265,0.45,high,True
ga bisa di buka,tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,1.0,Rizky Syahputra,2026-04-14 14:35:12,0.0,Tidak relevan dengan pertanyaan manapun,0,0.478,0.217,0.304,moderate,True
sangat membantu trimakasih JMO,sangat bantu trimakasih jmo,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5574,5.67,5.0,Hilya Tul izahiyah,2026-04-14 14:12:07,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.455,0.545,high,True
bersifat rahasia. semoga tetap amanah,sifat rahasia moga tetap amanah,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,Suroh Yusuf,2026-04-14 13:27:35,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
mantap aplikasi nya,mantap aplikasi nya,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5859,5.76,5.0,Anton Sumadi,2026-04-14 13:13:33,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.345,0.655,high,False
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4588,5.38,5.0,Kamarudin Acho,2026-04-14 12:41:59,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False
mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5859,5.76,5.0,Egan Kp,2026-04-14 11:53:48,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
sangat mudah,sangat mudah,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,positive,0.5859,5.76,5.0,florentinus ampur,2026-04-14 11:51:55,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.208,0.792,high,True
apk ga bisa di buka,aplikasi tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,1.0,Repi Aditian,2026-04-14 10:47:24,0.0,Tidak relevan dengan pertanyaan manapun,0,0.393,0.357,0.25,moderate,True
"ini kenapa yaa tidak bisa masuk ke aplikasi jmo, selalu mental sma mau masuk dalam aplikasi... tolong dongg",yaa tidak bisa masuk aplikasi jmo selalu mental sma mau masuk aplikasi dongg,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.1027,3.69,1.0,Firman Febriansyah,2026-04-14 10:45:11,0.0,Tidak relevan dengan pertanyaan manapun,0,0.147,0.667,0.187,moderate,True
bintang 5,bintang,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,neutral,0.0,4.0,5.0,Ayil,2026-04-14 10:35:04,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,True
"kenapa saya tidak dapat login kedalam aplikasi, padahal password dan email sudah benar",tidak login aplikasi padahal password email benar,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2732,3.18,1.0,Leuwol William,2026-04-14 10:24:32,0.0,Tidak relevan dengan pertanyaan manapun,0,0.393,0.449,0.157,moderate,True
sangat cepat proses nya GK ribet 👍👍,sangat cepat proses nya tidak ribet,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,negative,-0.2263,3.32,5.0,Syahrul Gunawan,2026-04-14 10:17:35,0.0,Relevan dengan P1 (mudah digunakan),1,0.459,0.148,0.393,moderate,True
aplikasi jmo nya gak bisa d buka,aplikasi jmo nya tidak bisa d buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,3.0,winda yuliandes,2026-04-14 08:13:28,0.0,Tidak relevan dengan pertanyaan manapun,0,0.256,0.581,0.163,moderate,True
bagus banget,bagus banget,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,Khalis,2026-04-14 07:45:07,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.227,0.773,high,False
setiap mau buka aplikasi sellu keluar scara otomatis..kndala nya apa aya..di updet udah,tiap mau buka aplikasi sellu keluar scara otomatis kndala nya apa aya updet udah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.1027,4.31,2.0,Holip Nurdia,2026-04-14 07:21:03,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.903,0.097,moderate,True
awalnya bs cek. tp sudah 3bulan ini tdk bs login aplikasi. buka aplikasi tdk bs. coba login online tdk ada menu login.. kurang flexible saja. saat aplikasi hp eror. hrsnya masyarakat masih bs login online di web JMO. tolong diperhatikan ini,awal bs cek tp bulan tidak bs login aplikasi buka aplikasi tidak bs coba login online tidak menu login kurang flexible aplikasi hp error hrsnya masyarakat bs login online web jmo perhati,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.5994,2.2,2.0,Muhammad sakir,2026-04-14 06:52:13,0.0,Tidak relevan dengan pertanyaan manapun,0,0.288,0.399,0.313,low,True
sangat bsgus,sangat bsgus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,4.0,herdi ardiyans,2026-04-14 04:54:14,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
sangat sangat membantuuu😍😍😍😍,sangat sangat membantuuu,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,I_pitria sari,2026-04-14 04:37:51,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
"cukup baik, dan lebih mudah untuk info jmo",cukup baik lebih mudah info jmo,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,positive,0.7783,6.33,3.0,Rubi Yuliyanto,2026-04-14 04:26:11,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.37,0.63,high,True
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4588,5.38,5.0,Ramdani Gege,2026-04-14 04:10:00,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False
pelayanan sangat baik,layan sangat baik,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.4588,5.38,5.0,Anak kampung890 Kampung899,2026-04-14 04:03:52,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.4,0.6,high,True
kenapa apl jmo aku gk bisa dibuka sering ada jawaban apl mempunyai bug?,apl jmo aku tidak bisa buka sering jawab apl punya bug,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.6597,2.02,5.0,Test Test,2026-04-14 03:06:20,0.0,Tidak relevan dengan pertanyaan manapun,0,0.382,0.526,0.092,low,True
Aman dan Mudah.,aman mudah,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,positive,0.7845,6.35,5.0,Umi Salamah,2026-04-14 02:25:04,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,True
pelayanannya sangat baik dan ramah,layan sangat baik ramah,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,positive,0.4588,5.38,5.0,Sakti Xwahid,2026-04-14 02:18:20,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.5,0.5,high,True
mudah dan cepat,mudah cepat,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,positive,0.8074,6.42,5.0,bagas mys,2026-04-14 02:14:46,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
lancar,lancar,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5719,5.72,5.0,Al Udud,2026-04-14 00:36:36,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
kenapa aplikasi jmo tidak bisa di buka log in susah keluar sendiri mhon di bantu saya pake vivo v5s,aplikasi jmo tidak bisa buka log in susah keluar sendiri mhon bantu pake vivo v s,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2263,3.32,2.0,aditya gautama,2026-04-13 22:33:46,0.0,Tidak relevan dengan pertanyaan manapun,0,0.258,0.524,0.218,moderate,True
apk bagus,aplikasi bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,Ija L brukman,2026-04-13 21:43:28,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.227,0.773,high,False
Luar Biasa,luar biasa,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,Jamaludin Bayau,2026-04-13 20:05:15,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
tdk bisa log olin,tidak bisa log olin,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.296,3.11,1.0,Ramon Arif,2026-04-13 15:36:28,0.0,Tidak relevan dengan pertanyaan manapun,0,0.423,0.577,0.0,moderate,True
Nice APK,nice aplikasi,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4215,5.26,5.0,Nicolas Ardian,2026-04-13 13:31:48,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.263,0.737,high,False
mantap sangat membantu dan transparan,mantap sangat bantu transparan,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.8126,6.44,5.0,Eko Wahyono,2026-04-13 13:06:50,0.0,Relevan dengan P1 dan P3,3,0.0,0.213,0.787,high,True
kalau sekarang bagus aplikasinya,kalau sekarang bagus aplikasi,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5267,5.58,5.0,Asep Fitrahudin,2026-04-13 12:28:28,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.469,0.531,high,False
aplikasi Jmo gak bisa dibuka,aplikasi jmo tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,5.0,widia fira,2026-04-13 11:55:59,0.0,Tidak relevan dengan pertanyaan manapun,0,0.333,0.455,0.212,moderate,True
kenapa susah Skali .masuk ke aplikasi /menu .padahal SDH bikin akun berapa x .dan tiap bikin akun sya sllu lgsg bayar iuran .tp ttp ga bisa masuk kemenu ..,susah skali masuk aplikasi menu padahal sdh bikin akun berapa x tiap bikin akun sya sllu lgsg bayar iur tp ttp tidak bisa masuk menu,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.6908,1.93,1.0,Syakur,2026-04-13 11:00:05,0.0,Tidak relevan dengan pertanyaan manapun,0,0.281,0.627,0.092,low,True
oklh dlm mngetahui info2 dlm Jamsostek,oklh dlm mngetahui info dlm jamsostek,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,Risda Adi,2026-04-13 10:39:20,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
sangat membantu.,sangat bantu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5574,5.67,5.0,Riyadi T,2026-04-13 10:10:42,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.217,0.783,high,True
sering eror,sering error,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.6124,2.16,1.0,Feri Pirmansyah,2026-04-13 09:29:01,0.0,Tidak relevan dengan pertanyaan manapun,0,0.8,0.2,0.0,low,True
bagus memuaskan,bagus muas,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,Kaipa Cepot,2026-04-13 09:25:10,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.227,0.773,high,False
"gk bisa login sama sekali, mohon untuk segera perbaikannya, e-mail & pasword sudah benar, tapi waktu klik login gk muncul notif sama sekali,",tidak bisa login sama sekali mohon segera baik e mail pasword benar waktu klik login tidak muncul notif sama sekali,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.1027,4.31,3.0,Dani Triwisma,2026-04-13 09:23:23,1.0,Tidak relevan dengan pertanyaan manapun,0,0.175,0.595,0.23,moderate,True
"pelayanan sangat memuaskan,ramah dan familier",layan sangat muas ramah familier,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,neutral,0.0,4.0,5.0,Pak Gatot,2026-04-13 09:22:16,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,1.0,0.0,moderate,True
"aplikasi nya ngk salah, tpi tolong yahhh pemerintah atau direktur yg punya jmo ini, tolong lahhh dibetulin fiturnya, masak nyari kecamatan Ama kelurahan harus scroll manual, trs gunanya apa itu ikon pencarian, ini dimn mana biasa tinggal ngetik langsung muncul, ini ngk, harus scrollllllll sebanyak ituuu, capek tau, mana servernya jelek lgi😡😡 aku cumn mau lengkapin data kalau dipersulit gini gimn ngk emosi, duitnya mau, betulin fitur aj sulit, tolong lah diperbaiki",aplikasi nya ngk salah tpi yahhh perintah direktur yg punya jmo lahhh dibetulin fiturnya masak nyari camat ama lurah scroll manual trs guna apa ikon cari dimn mana biasa tinggal ngetik langsung muncul ngk scrollllllll banyak ituuu capek tau mana server jelek lgi aku cumn mau lengkapin data kalau sulit gin gimn ngk emosi duit mau betulin fitur aj sulit lah baik,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.9201,1.24,1.0,Mui Na,2026-04-13 08:49:34,0.0,Tidak relevan dengan pertanyaan manapun,0,0.253,0.629,0.119,low,True
sering eror,sering error,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.6124,2.16,1.0,Ara Gibran,2026-04-13 08:44:14,0.0,Tidak relevan dengan pertanyaan manapun,0,0.8,0.2,0.0,low,True
untuk kemudahan komunikasi,mudah komunikasi,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.5859,5.76,5.0,Teguh Prastyo,2026-04-13 08:29:19,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.208,0.792,high,True
cepat banget prosesnya,cepat banget proses,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,positive,0.6486,5.95,5.0,Sandra Putri Perdana Lubis,2026-04-13 08:07:44,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.159,0.841,high,True
pelayan bagus,layan bagus,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5267,5.58,5.0,Mariska77,2026-04-13 07:32:02,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.227,0.773,high,True
Apk tidak bisa dibuka,aplikasi tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,4.0,Ihsan Rafii,2026-04-13 07:14:16,0.0,Tidak relevan dengan pertanyaan manapun,0,0.393,0.357,0.25,moderate,True
tidak bisa login,tidak bisa login,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,1.0,andreas noel,2026-04-13 07:13:01,0.0,Tidak relevan dengan pertanyaan manapun,0,0.478,0.217,0.304,moderate,True
good,good,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4404,5.32,5.0,wiwit Official,2026-04-13 07:11:11,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
cepat,cepat,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5423,5.63,5.0,Wahyu Prasetyo,2026-04-13 07:09:40,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
"buruk sekali pelayanan para agent-agent nya , tidak memberikan solusi sama sekali. ,😒",buruk sekali layan agent agent nya tidak beri solusi sama sekali,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,negative,-0.7351,1.79,1.0,Gober Gober,2026-04-13 06:27:36,0.0,Tidak relevan dengan pertanyaan manapun,0,0.408,0.592,0.0,low,True
ok membantu,bantu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5574,5.67,5.0,Mansyur Hamimi,2026-04-13 06:08:21,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
di Update malah gabisa login,update malah tidak bisa login,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.6369,2.09,1.0,KAHFIE WAKSA SYACHWALI,2026-04-13 05:22:29,0.0,Tidak relevan dengan pertanyaan manapun,0,0.408,0.395,0.197,low,True
Membantu,bantu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.4588,5.38,4.0,Yanwar Widi,2026-04-13 04:31:37,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.25,0.75,high,True
terimakasih atas layan anda,terimakasih atas layan,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.3612,5.08,5.0,Cika_21 Ci,2026-04-13 03:34:16,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
cepat prosesnya dan tidak ribet habis klaim JHT di apk ini langsung cair paling lama kita tunggu 1 jam,cepat proses tidak ribet habis klaim jht aplikasi langsung cair paling lama tunggu jam,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,positive,0.5859,5.76,5.0,Dian Tel,2026-04-13 02:56:57,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.463,0.537,high,True
"kenapa saya nggak bisa bukak aplikasi jmo nya ya, pas mau saya buka terpental balik dia, soalnya saya mau daftar jmo",tidak bisa bukak aplikasi jmo nya pas mau buka pental balik soal mau daftar jmo,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.7845,6.35,1.0,Beni Syafitri,2026-04-13 02:41:27,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.225,0.775,high,True
"aplikasi bagus, sangat bermanfaat",aplikasi bagus sangat manfaat,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,neutral,0.0,4.0,5.0,Hamzan Wadi,2026-04-13 02:39:56,0.0,Relevan dengan P1 dan P3,3,0.0,1.0,0.0,moderate,True
pelayanan baik,layan baik,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5859,5.76,5.0,Karim Harahap,2026-04-13 02:21:43,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.345,0.655,high,True
puas,puas,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.6808,6.04,5.0,Mudofir,2026-04-13 02:15:41,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.152,0.848,high,False
proses sangat mudah,proses sangat mudah,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,neutral,0.0,4.0,5.0,Siska Enaria,2026-04-13 02:13:20,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,0.0,moderate,True
terimakasih atas pelayanan yang baik selama ini,terimakasih atas layan baik lama,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.9022,6.71,5.0,Solik Hirawan,2026-04-13 02:06:33,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.142,0.858,high,True
sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,negative,-0.9246,1.23,5.0,Hasan Basri,2026-04-13 01:58:12,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.783,0.217,0.0,low,False
Busuk aplikasi nya sesad anj akun salah salah trus,busuk aplikasi nya sad anj akun salah salah trus,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.0516,4.15,5.0,Arya mada Sutanto,2026-04-13 01:45:05,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.909,0.091,moderate,True
sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.6486,5.95,5.0,Idham Husen,2026-04-13 01:28:45,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.159,0.841,high,False
"amat sangat dimudahkan dan terbantukan untuk semua urusan apalagi untuk klaim Jaminan Hari Tua.melalui aplikasi JMO sudah tidak perlu repot antri ke kantor cabang,cukup lewat Hp urusan bisa selesai dari rumah. terima kasih BPJS Ketenagakerjaan.",sangat mudah bantu semua urus klaim jamin hari tua lalu aplikasi jmo tidak perlu repot antri kantor cabang cukup lewat hp urus bisa selesai rumah terima kasih bpjs ketenagakerjaan,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,neutral,0.0,4.0,5.0,roy dian,2026-04-13 01:16:25,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,True
"sistemnya cepat,gak sampai 5 menit selesai",sistem cepat tidak menit selesai,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5267,5.58,5.0,Parinemhar,2026-04-13 01:07:59,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
tidak bisa buka,tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.5859,5.76,1.0,Sr Emy Nahak,2026-04-13 00:50:38,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5423,5.63,5.0,Mar Yunus,2026-04-13 00:03:44,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.222,0.778,high,False
cepat dalam pelayanan,cepat layan,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5267,5.58,5.0,Wasis Purnairawan,2026-04-13 00:01:03,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
"Aplikasi bagus banget, sangat membantu",aplikasi bagus banget sangat bantu,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.5859,5.76,5.0,Dian Hadianti,2026-04-12 22:38:03,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,True
sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.6369,5.91,5.0,Rudini Ayahnyakino,2026-04-12 22:12:42,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
"jmo tidak bisa di buka, keterangan jmo telah berhenti terus",jmo tidak bisa buka terang jmo henti terus,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.5423,5.63,3.0,Muhammad Najmi,2026-04-12 19:01:37,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.222,0.778,high,True
bagus Dan Puas,bagus puas,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4404,5.32,5.0,Rizki Agus Setiawan,2026-04-12 18:31:20,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.7906,6.37,5.0,Badut Aja,2026-04-12 15:54:27,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.222,0.778,high,False
apk bagus.sangat membantu kami,aplikasi bagus sangat bantu,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.5267,5.58,5.0,diyana Ramadhani,2026-04-12 15:19:30,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,True
ga bisa login,tidak bisa login,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.9517,6.86,1.0,M EBI BANDI HARJA,2026-04-12 14:23:00,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.053,0.947,high,True
