rating,user,date,comment,likes,label UMUX,label,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,clean_text,predicted_umux_label,predicted_umux_dimension,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_category,umux_lite_score_1_7,umux_score_category,is_umux_relevant,topic_id,topic_score,umux_label,umux_dimension
5.0,Rangga Pranata,2026-04-01 06:28:01,sangat bermanfaat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat manfaat,1,Usefulness,0.333,0.455,0.212,-0.2023,negative,3.39,moderate,True,2,0.2741467661435781,1,Usefulness
5.0,Fitter Grabb,2026-04-01 06:27:01,sukses pencairan hanya hitungan jam keren,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sukses cair hitung jam keren,1,Usefulness,0.0,0.288,0.712,0.8126,positive,6.44,high,True,5,0.0014037414187621966,1,Usefulness
4.0,Zul kornen,2026-04-01 06:13:11,aplikasinya mudah di mengerti. dan sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi mudah erti sangat bantu,1,Usefulness,0.0,0.0,1.0,0.4588,positive,5.38,high,True,1,0.030784158636249434,1,Usefulness
5.0,erry hugh hugo,2026-04-01 06:08:51,sangat terbantu.. pencairan saldo JHT mudah dan langsung masuk ke rekening saya.. terimakasih jmo,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu cair saldo jht mudah langsung masuk rekening terimakasih jmo,1,Usefulness,0.0,0.0,1.0,0.4939,positive,5.48,high,True,1,0.016503092931158817,1,Usefulness
5.0,Frans Palinussa,2026-04-01 06:03:17,sangat baik & sangat mambantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat baik sangat mambantu,1,Usefulness,0.0,0.0,1.0,0.4588,positive,5.38,high,True,5,1.2187966467162104e-11,1,Usefulness
5.0,Iborahima Ibrahim,2026-04-01 05:44:00,pelayanan sangat memuaskan,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,layan sangat muas,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True,5,0.1692499469322677,1,Usefulness
4.0,Suailo iLo,2026-04-01 04:55:48,saya sangat suka aplikasi jmo nya,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat suka aplikasi jmo nya,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,1,8.463995819427412e-05,1,Usefulness
5.0,Alvin Yudia,2026-04-01 04:53:40,pelayanan sangat mantappp,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,layan sangat mantappp,1,Usefulness,0.0,0.0,1.0,0.4404,positive,5.32,high,True,5,0.14035519176845793,1,Usefulness
5.0,Alam Alamsyah,2026-04-01 04:41:41,Memuaskan,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,muas,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True,3,0.30015489746959007,1,Usefulness
5.0,Arya Ardinanta,2026-04-01 04:30:13,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.217,0.783,0.5574,positive,5.67,high,True,1,0.1849970895819814,1,Usefulness
5.0,Roy Plockyz,2026-04-01 04:28:41,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.0,1.0,0.4588,positive,5.38,high,True,1,0.1849970895819814,1,Usefulness
4.0,Randy Banamtuan,2026-04-01 04:25:47,semoga lebih baik lagi,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,moga lebih baik,1,Usefulness,0.0,0.0,1.0,0.5423,positive,5.63,high,True,5,0.006016541266267606,1,Usefulness
5.0,Jacky Rahman,2026-04-01 04:16:07,trimakasih jmo sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,trimakasih jmo sangat bantu,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,1,0.0334674894344291,1,Usefulness
5.0,Nur Hasanah,2026-04-01 04:12:56,semoga sukses kedepannya dengan pelayanan yang terbaik,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,moga sukses depan layan baik,1,Usefulness,0.0,0.571,0.429,0.4588,positive,5.38,high,True,5,0.09781739651433113,1,Usefulness
5.0,Isma Sheira,2026-04-01 04:09:05,baik asal sabar ikuti prosedurnya,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,baik asal sabar ikut prosedur,1,Usefulness,0.0,0.345,0.655,0.5859,positive,5.76,high,True,5,9.243852146171652e-05,1,Usefulness
5.0,Nasution Alam,2026-04-01 03:57:54,sangat memuaskan dan memudahkan,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat muas mudah,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True,3,0.12264331937706092,1,Usefulness
5.0,Khumaidi Hambali,2026-04-01 03:47:55,Aplikasi yg sangat membantu jadi nggak perlu ke kantor cabang lagi,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi yg sangat bantu jadi tidak perlu kantor cabang,1,Usefulness,0.2,0.545,0.255,-0.1027,negative,3.69,moderate,True,1,0.017116433131664825,1,Usefulness
5.0,Shanum Safaluna,2026-04-01 03:46:12,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True,1,0.1849970895819814,1,Usefulness
5.0,Adeeva Putri,2026-04-01 03:27:50,aplikasi yg sangat bagus,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi yg sangat bagus,1,Usefulness,0.0,0.119,0.881,0.8126,positive,6.44,high,True,5,0.0015090367503031322,1,Usefulness
5.0,Hafied Abibaya,2026-04-01 03:26:42,"mantap, sangat membantu",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mantap sangat bantu,1,Usefulness,0.0,0.0,1.0,0.5423,positive,5.63,high,True,1,0.1849970895819814,1,Usefulness
5.0,Ani Kristina,2026-04-01 03:20:14,"sangat membantu sekali , pelayanan baik pertahankan 👍👍",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu sekali layan baik tahan,1,Usefulness,0.0,0.244,0.756,0.4767,positive,5.43,high,True,5,0.13753804414035867,1,Usefulness
4.0,Fard xyn,2026-04-01 03:06:35,good at all,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,good at all,1,Usefulness,0.0,0.4,0.6,0.4588,positive,5.38,high,True,5,8.327147281393419e-06,1,Usefulness
5.0,Egi -M,2026-04-01 02:57:52,Terimakasih atas kerjasamanya,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,terimakasih atas kerjasamanya,1,Usefulness,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True,5,0.008888616258248935,1,Usefulness
5.0,Saeful Rohman,2026-04-01 02:46:24,selalu memberikan kemudahan bagi setiap penggunanya. Terima kasih telah hadir menjadi bagian dari para pekerja.,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,selalu beri mudah tiap guna terima kasih hadir jadi kerja,1,Usefulness,0.0,0.0,1.0,0.4588,positive,5.38,high,True,5,0.0034062696829929465,1,Usefulness
1.0,Anjas Sutrisni,2026-04-01 02:36:51,"aplikasi ga jelas, klaim jht saja susah pengkinian data sangat dipersulit sudah di tahap akhir pengisian data tbtb aplikasi ke log out sendiri, dan mengulangi lg dari awal, sudah diulangi lagi begitu lagi sampe yg terakhir gagal dan terjadi kesalahan tulisannya, tdk bisa mengajukan klaim harus datang ke kantorny, dikantor pun dipersulit dgn antrian yg bukan hanya 1 jam itu pun harus menunggu lagi beberapa hari untuk pencairan,",5.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi tidak jelas klaim jht susah kini data sangat sulit tahap akhir isi data tbtb aplikasi log out sendiri ulang lg awal ulang sampe yg akhir gagal jadi salah tulis tidak bisa aju klaim datang kantorny kantor sulit dgn antri yg bukan jam tunggu beberapa hari cair,1,Usefulness,0.0,0.0,1.0,0.4588,positive,5.38,high,True,5,0.0023918412766679178,1,Usefulness
5.0,YODISH yoghurt buah naga Sholatun bandung,2026-04-01 02:28:46,pelayanan nya memuaskan,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,layan nya muas,1,Usefulness,0.0,0.357,0.643,0.5574,positive,5.67,high,True,5,0.1692499469322677,1,Usefulness
5.0,Jubae di,2026-04-01 02:23:47,sangat membantu sekali,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu sekali,1,Usefulness,0.0,0.345,0.655,0.5859,positive,5.76,high,True,1,0.1849970895819814,1,Usefulness
5.0,Sony Gustiawan,2026-04-01 02:21:31,mantap pokok nya👍,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mantap pokok nya,1,Usefulness,0.701,0.199,0.1,-0.9201,negative,1.24,low,True,5,0.0008352375784702294,1,Usefulness
3.0,Nurmansyah,2026-04-01 02:08:52,"aplikasi tidak bisa di buka, tp di hp lain bisa bahkan bisa sampe login ..",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi tidak bisa buka tp hp bisa bahkan bisa sampe login,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True,5,0.0009465007507188127,1,Usefulness
5.0,Susan Pangalila jeane,2026-04-01 02:08:30,"aplikasi berjalan dengan baik,dan respon cepat.trima kasih",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi jalan baik respon cepat trima kasih,1,Usefulness,0.0,0.085,0.915,0.8934,positive,6.68,high,True,5,0.008107305503568224,1,Usefulness
5.0,Indra Faruk,2026-04-01 01:58:32,sangat bagus dan cepat mantap,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bagus cepat mantap,1,Usefulness,0.0,0.147,0.853,0.7003,positive,6.1,high,True,5,0.024911016600114425,1,Usefulness
5.0,Agus Santoso,2026-04-01 01:52:44,pelayanan klaim mudah,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,layan klaim mudah,1,Usefulness,0.0,0.545,0.455,0.6124,positive,5.84,high,True,5,0.11852035955778477,1,Usefulness
5.0,Mochamadsandy Septiansyach,2026-04-01 01:52:08,pelayanan sangat baik saya puas dengan pelayanan aplikasi ini,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,layan sangat baik puas layan aplikasi,1,Usefulness,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True,5,0.17014265049190155,1,Usefulness
5.0,tyas ramadhani,2026-04-01 01:51:49,"udh ak bintang 5, smg pencairan jht nya cepet🤭",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,udh ak bintang smg cair jht nya cepet,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True,5,0.0008262493251346978,1,Usefulness
5.0,Dwi Didik Gunadi,2026-04-01 01:49:10,mantap jmo,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mantap jmo,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,1,0.0,1,Usefulness
5.0,Jaka rizkia Barkah,2026-04-01 01:45:39,pengajuan pencairan apk nya sangat bagus dan cepat,0.0,Relevan dengan P1 dan P3,3,1,1,3,aju cair aplikasi nya sangat bagus cepat,1,Usefulness,0.0,0.0,1.0,0.8442,positive,6.53,high,True,5,0.008538616201578668,1,Usefulness
5.0,Petrus Heri,2026-04-01 01:41:33,sangat membantu sekali,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu sekali,1,Usefulness,0.0,0.0,1.0,0.5574,positive,5.67,high,True,1,0.1849970895819814,1,Usefulness
5.0,Ziyad Al Fatih,2026-04-01 01:40:27,membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,bantu,1,Usefulness,0.247,0.519,0.234,-0.0516,negative,3.85,moderate,True,1,0.1849970895819814,1,Usefulness
5.0,Wesly Simarmata,2026-04-01 01:40:10,Mempermudah semua urusan ke bpjs,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mudah semua urus bpjs,1,Usefulness,0.0,0.217,0.783,0.5574,positive,5.67,high,True,5,0.0032546806308937893,1,Usefulness
5.0,doni setion,2026-04-01 01:39:24,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.259,0.235,0.506,0.6369,positive,5.91,high,True,1,0.1849970895819814,1,Usefulness
5.0,Rusmi Maulana,2026-04-01 01:34:51,program yang sangat baik,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,program sangat baik,1,Usefulness,0.366,0.578,0.056,-0.9698,negative,1.09,low,True,5,0.0012050438396786441,1,Usefulness
5.0,Wildan Permana,2026-04-01 01:33:59,"terimakasih,apk jmo sangat membantu memudahkan pencairan",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,terimakasih aplikasi jmo sangat bantu mudah cair,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,1,0.03052941830497333,1,Usefulness
5.0,Usman Firman,2026-04-01 00:40:42,sangat menbantu pekerja,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat menbantu kerja,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True,5,0.0019136166719377766,1,Usefulness
5.0,Dhedy Daenk,2026-04-01 00:07:48,terimakasih sudah memberikan yg terbaik,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,terimakasih beri yg baik,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True,5,0.0030006425433809045,1,Usefulness
5.0,eliza dianasari,2026-03-31 23:12:41,baik sekali dan sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,baik sekali sangat bantu,1,Usefulness,0.0,0.0,1.0,0.5423,positive,5.63,high,True,1,0.1849970895819814,1,Usefulness
5.0,sihab ghali,2026-03-31 22:43:11,sangat membantu..mantap...,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu mantap,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True,1,0.1849970895819814,1,Usefulness
5.0,APRIAN BONAVIANTO,2026-03-31 20:16:05,Asuransi untuk pekerja yang sangat bermanfaat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,asuransi kerja sangat manfaat,1,Usefulness,0.272,0.37,0.358,-0.0772,negative,3.77,moderate,True,2,0.07696104448498077,1,Usefulness
5.0,Fuad Jlpaido,2026-03-31 18:20:36,aplikasinya sngat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi sngat bantu,1,Usefulness,0.0,0.588,0.412,0.1027,positive,4.31,moderate,True,1,0.03460208625029745,1,Usefulness
5.0,ahmad masri Masri,2026-03-31 16:12:55,sanga bagus dan membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sanga bagus bantu,1,Usefulness,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True,1,0.030645581317284936,1,Usefulness
5.0,Saputra Putra,2026-03-31 15:10:00,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.132,0.868,0.765,positive,6.29,high,True,1,0.1849970895819814,1,Usefulness
5.0,Leman Man,2026-03-31 14:33:19,terimakasih semoga membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,terimakasih moga bantu,1,Usefulness,0.0,0.256,0.744,0.4404,positive,5.32,high,True,1,0.03812064715651017,1,Usefulness
5.0,Nurul Ainin,2026-03-31 13:03:53,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.26,0.39,0.351,0.1027,positive,4.31,moderate,True,1,0.1849970895819814,1,Usefulness
5.0,Pecinta alam Alam,2026-03-31 12:04:32,terima kasih atas pelayanan dan cukup membantu,0.0,Relevan dengan P1 dan P3,3,1,1,3,terima kasih atas layan cukup bantu,1,Usefulness,0.182,0.579,0.24,-0.0772,negative,3.77,moderate,True,5,0.1079810458143039,1,Usefulness
5.0,Fita Alfiati,2026-03-31 11:59:40,"bagus, memudahkan pekerjaan",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,bagus mudah kerja,1,Usefulness,0.0,0.0,1.0,0.7783,positive,6.33,high,True,5,0.003804103895274998,1,Usefulness
2.0,zaenal mutaqin,2026-03-31 11:56:33,"knapa JMO gak bisa dibuka trs, pdahal sudah di update apk nya",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,knapa jmo tidak bisa buka trs pdahal update aplikasi nya,1,Usefulness,0.578,0.183,0.239,-0.6908,negative,1.93,low,True,5,0.0009584764050620467,1,Usefulness
5.0,Andi Widiawan,2026-03-31 11:34:11,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.192,0.808,0.6369,positive,5.91,high,True,1,0.1849970895819814,1,Usefulness
5.0,Pur Wadi,2026-03-31 10:57:58,untuk apk JMO sangat membantu untuk para pekerja untuk bisa mengetahui dan pengajuan klem apk JMO josjis,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi jmo sangat bantu kerja bisa tahu aju klem aplikasi jmo josjis,1,Usefulness,0.0,0.0,1.0,0.4215,positive,5.26,high,True,1,0.01916361921518482,1,Usefulness
5.0,Sulaeman Jajuli,2026-03-31 10:21:28,"sangat membantu,bermanfaat,sekali buat saya dan rekan rekan yg lain juga tentu nya.",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu manfaat sekali buat rekan rekan yg nya,1,Usefulness,0.0,0.135,0.865,0.7506,positive,6.25,high,True,2,0.05244919125506463,1,Usefulness
4.0,Nursalim Rahmat,2026-03-31 09:56:33,Saya sangat terbantu. tank you bpjs,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu tank you bpjs,1,Usefulness,0.0,0.0,1.0,0.5423,positive,5.63,high,True,1,0.03721438066915702,1,Usefulness
5.0,Renti Reflianti,2026-03-31 09:34:21,sangat bagus dan memuasakan,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bagus puasa,1,Usefulness,0.0,0.222,0.778,0.5423,positive,5.63,high,True,5,9.242607154619466e-07,1,Usefulness
5.0,Novi Handayani,2026-03-31 08:57:53,ok sangat membantu 👍,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.0,1.0,0.4588,positive,5.38,high,True,1,0.1849970895819814,1,Usefulness
5.0,PPPK_KotaBekasi38_01_IrmaLestari,2026-03-31 08:49:58,sangat membantu sekali terima kasih semoga sukses selalu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu sekali terima kasih moga sukses selalu,1,Usefulness,0.189,0.49,0.321,0.6908,positive,6.07,high,True,1,0.021518652315643604,1,Usefulness
5.0,Budi Masrowi,2026-03-31 08:15:54,mantap banget,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mantap banget,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True,1,0.0,1,Usefulness
5.0,Alex gunawan,2026-03-31 06:27:39,tetap aman dalam pengecekan,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,tetap aman kece,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True,5,0.0009435143376167527,1,Usefulness
5.0,Reno Martin,2026-03-31 05:26:07,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.441,0.559,0.5859,positive,5.76,high,True,1,0.1849970895819814,1,Usefulness
5.0,Yenni Sirait,2026-03-31 03:14:19,satpamnya membantu,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,satpam bantu,1,Usefulness,0.0,0.084,0.916,0.8979,positive,6.69,high,True,1,0.045251206824737475,1,Usefulness
5.0,bambang eko,2026-03-31 03:13:11,sangat membantu buat kami,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu buat,1,Usefulness,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True,1,0.1849970895819814,1,Usefulness
5.0,Eko,2026-03-31 02:52:38,cukup bermanfaat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,cukup manfaat,1,Usefulness,0.0,0.303,0.697,0.8481,positive,6.54,high,True,2,0.2741467661435781,1,Usefulness
5.0,Kaysha Aziza,2026-03-31 02:38:02,klaim bpjstk pribadi cepet juga langsung cair.. mantap,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,klaim bpjstk pribadi cepet langsung cair mantap,1,Usefulness,0.0,0.227,0.773,0.5267,positive,5.58,high,True,5,0.0012810499794883303,1,Usefulness
5.0,Indi Benusu,2026-03-31 02:37:54,sangat2 bagus. tingkatkan terus,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bagus tingkat terus,1,Usefulness,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True,5,0.0025257017182251876,1,Usefulness
5.0,Herdi Anto,2026-03-31 02:17:08,dengan adanya aplikasi JMO jadi sangat mudah karena bisa melihat semuanya gak harus bolakbalik ke kantornya.,1.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi jmo jadi sangat mudah bisa lihat semua tidak bolakbalik kantor,1,Usefulness,0.0,0.217,0.783,0.5574,positive,5.67,high,True,5,0.003655703493869364,1,Usefulness
5.0,Ahmad Sudarji,2026-03-31 02:00:35,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.227,0.773,0.5267,positive,5.58,high,True,1,0.1849970895819814,1,Usefulness
5.0,Erna Wati,2026-03-31 01:40:50,bermanfaat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,manfaat,1,Usefulness,0.288,0.621,0.092,-0.7184,negative,1.84,low,True,2,0.2741467661435781,1,Usefulness
5.0,Devi M sholeh,2026-03-31 01:07:46,layanan sangat baik,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,layan sangat baik,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True,5,0.33477279004726357,1,Usefulness
5.0,Agus Istanto,2026-03-31 01:06:41,"SANGAT MEMBANTU, KARENA KARTOR JAMSOSTEK.KAMI JAUH",0.0,Relevan dengan P1 dan P3,3,1,1,3,sangat bantu kartor jamsostek jauh,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True,1,0.03801104728003676,1,Usefulness
5.0,GANDEDI chanel,2026-03-31 00:56:48,Sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True,1,0.1849970895819814,1,Usefulness
5.0,p i t o,2026-03-31 00:03:09,layanan yang memuaskan,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,layan muas,1,Usefulness,0.0,0.133,0.867,0.7579,positive,6.27,high,True,5,0.1692499469322677,1,Usefulness
5.0,Sigit Nurcahyo,2026-03-31 00:01:25,sanggat membantu saya trima kasih,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sanggat bantu trima kasih,1,Usefulness,0.0,0.217,0.783,0.5574,positive,5.67,high,True,1,0.023252365650999945,1,Usefulness
5.0,ajat sudrajat,2026-03-30 23:35:11,sangat membantu saya,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,1,0.1849970895819814,1,Usefulness
5.0,Nur Choirul,2026-03-30 23:30:33,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True,1,0.1849970895819814,1,Usefulness
5.0,Samadin Pratama,2026-03-30 22:48:02,good jobs,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,good jobs,1,Usefulness,0.229,0.625,0.146,-0.2023,negative,3.39,moderate,True,5,3.8980745044181736e-10,1,Usefulness
5.0,Meliyah Alifurohman,2026-03-30 15:42:09,cukup membantu ko,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,cukup bantu ko,1,Usefulness,0.0,0.222,0.778,0.5423,positive,5.63,high,True,1,0.03127279089473284,1,Usefulness
5.0,Mizan Izan,2026-03-30 15:22:58,sangat bermanfaat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat manfaat,1,Usefulness,0.0,0.417,0.583,0.1027,positive,4.31,moderate,True,2,0.2741467661435781,1,Usefulness
5.0,Aziz Azwar,2026-03-30 15:10:42,sangan membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangan bantu,1,Usefulness,0.0,0.227,0.773,0.5267,positive,5.58,high,True,1,0.0343196112320108,1,Usefulness
5.0,Adenan,2026-03-30 14:34:37,cepat tepat terpecaya,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,cepat tepat terpecaya,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True,5,0.009109637451841474,1,Usefulness
5.0,Shalza Nalwah,2026-03-30 10:59:04,aplikasi yang sangat baik dan sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi sangat baik sangat bantu,1,Usefulness,0.0,0.417,0.583,0.1027,positive,4.31,moderate,True,1,0.1849970895819814,1,Usefulness
5.0,Sambas Ambas,2026-03-30 10:31:36,sangat terbuka,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat buka,1,Usefulness,0.289,0.526,0.184,-0.2023,negative,3.39,moderate,True,5,0.000112407888183855,1,Usefulness
5.0,Monique Simanjuntak,2026-03-30 09:58:00,Sangat bermanfaat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat manfaat,1,Usefulness,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True,2,0.2741467661435781,1,Usefulness
4.0,Yopa Hadian,2026-03-30 09:22:32,cukup membatu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,cukup batu,1,Usefulness,0.0,0.0,1.0,0.4404,positive,5.32,high,True,2,0.0008650492661390835,1,Usefulness
4.0,Mohammad Mansur Hadi,2026-03-30 08:58:03,sangat memuaskan,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat muas,1,Usefulness,0.0,0.227,0.773,0.5267,positive,5.58,high,True,3,0.30015489746959007,1,Usefulness
5.0,Arman Ap,2026-03-30 08:52:15,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.222,0.778,0.5423,positive,5.63,high,True,1,0.1849970895819814,1,Usefulness
4.0,Kusni Tambak,2026-03-30 08:50:14,dominan sekali,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,dominan sekali,1,Usefulness,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True,1,0.0,1,Usefulness
